"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ST6GAL2",99.0122025897679,1.27726911639874,0.599452036173655,2.13072779692541,0.0331115736908597,0.103166578410579
"C2CD5",1366.60591397313,0.881760301048361,0.413937839476404,2.13017563739452,0.03315711562097,0.10326028964609
"CCR5",211.542587090875,2.110429969462,0.990719802245944,2.13019863404132,0.0331552177960627,0.10326028964609
"MRS2P2",24.2126351262018,2.85588777140697,1.34062808704802,2.13026103137631,0.0331500688520693,0.10326028964609
"TBC1D17",424.880378286926,-1.03763755617396,0.487141717108659,-2.13005275411982,0.0331672582813102,0.10327582008906
"TECPR1",723.932442736372,-0.747109357807385,0.350771825647841,-2.12990127250827,0.0331797650732738,0.103298705965612
"GOLGA6C",6.08947102667902,2.85425378986144,1.3402534730658,2.12963730161608,0.0332015689740779,0.103350524960335
"GEMIN5",407.514239887844,0.765822383224981,0.35961485853843,2.12956268363739,0.0332077346148189,0.103353656319055
"RNF170",535.409867260225,0.776671806383939,0.364787411114307,2.12910803037709,0.0332453235304416,0.10344104373061
"SWSAP1",55.1719125681483,-1.55836440234805,0.731957844303281,-2.12903572859635,0.0332513045070841,0.10344104373061
"TAS2R45",23.7292326764839,3.01806415672901,1.417536033643,2.12909166687829,0.0332466770776871,0.10344104373061
"TCF19",91.6346815616831,-1.8111319657983,0.850901545471944,-2.12848592817372,0.0332968154456014,0.10356653884951
"DCAF8L1",4.53918464221898,-4.75819356918084,2.23574970304081,-2.12823177957232,0.0333178711621284,0.103578677123046
"IL24",9.23413843695612,6.06886219496389,2.85187543003477,2.12802499402644,0.0333350113467464,0.103578677123046
"MCPH1",1292.80774492566,0.606617397418895,0.285047680626031,2.12812605977576,0.0333266331960193,0.103578677123046
"REC114",16.1945747503739,2.95548215302125,1.38877113873593,2.12812757306532,0.0333265077610006,0.103578677123046
"TNFRSF10B",731.66065634682,0.822678162775398,0.386596510201468,2.12800204106,0.033336914353366,0.103578677123046
"WDR24",152.175910357883,-1.32247493772984,0.621442205644255,-2.12807389925957,0.0333309569746379,0.103578677123046
"WNT10B",8.54017236882207,-3.97935365793606,1.86989592625143,-2.12811504751147,0.0333275460034767,0.103578677123046
"KPNA2P3",146.923571003447,2.11289100011218,0.993135787942526,2.12749457401937,0.0333790116707817,0.103693390629254
"KIAA0319",16.4118303780974,2.13430489403396,1.00351063889127,2.12683833266786,0.033433518106739,0.103846612063279
"MYO6",1009.37304541381,0.71392981629375,0.335754462731522,2.12634497985698,0.0334745453865076,0.103957925370098
"FBXW2",2132.87852158744,0.519025410452223,0.24412233019525,2.12608740067779,0.0334959828104719,0.104008375705559
"DPP6",88.914425680639,-1.28072634624609,0.602447790250286,-2.12587109949231,0.0335139938807083,0.10404817288042
"MTRR",396.825776710916,0.572982973893776,0.269544307378849,2.12574689284177,0.0335243401233145,0.104064165041084
"DTX1",49.6201562675711,-1.79078780109178,0.842473986937951,-2.1256297866247,0.0335340974118876,0.104078324334912
"SYT9",19.7259813307724,2.17612264288598,1.02383607855129,2.12546001110368,0.0335482474199368,0.104089985140761
"ZNF461",211.658890395503,0.784141155840817,0.368923449304599,2.12548472405015,0.0335461873920708,0.104089985140761
"IARS2",882.284586208754,0.461501555440578,0.217161076175006,2.12515780253669,0.0335734477497993,0.104152041486175
"ZNF3",295.267685439288,-0.988342365838854,0.465145616425943,-2.12480206399238,0.0336031325412542,0.104227988221409
"CICP27",280.820793074594,-0.665904140588032,0.313473131068691,-2.12427820629422,0.0336468869935181,0.104347545032847
"FAM20A",757.570489229523,1.10524567834656,0.520339413199472,2.12408602982928,0.0336629504652152,0.104381201357388
"NOL12",104.259670450357,-1.13844386356386,0.536002441523504,-2.12395275724492,0.0336740941839296,0.104399594582618
"RAB5CP1",34.2319929904193,2.37803518347052,1.11968948964761,2.12383451435178,0.0336839838213787,0.104414094696075
"POLR2J4",217.678463840183,-1.1805797517537,0.555934667251367,-2.12359441009621,0.0337040733823299,0.104444042995274
"PRR13",332.65644269019,-1.03949296388554,0.489491503544896,-2.12361799205407,0.0337020998225222,0.104444042995274
"NDUFA2",233.518678015502,-1.10098553530872,0.518501268896298,-2.12339988608382,0.0337203567499644,0.104478339684229
"DHRS7",580.299423169967,0.84919610648842,0.399972985784616,2.12313365319554,0.0337426536847572,0.104531255174663
"GCNT3",127.71388212849,-1.02296148518183,0.481863912412883,-2.12292611841268,0.033760043412278,0.104568954629866
"DPM1",622.295261331433,0.57473904206491,0.270778168641735,2.12254571684228,0.0337919378694858,0.10457072570117
"LRRC17",158.299790024897,2.08648479934982,0.982913678540136,2.12275487146415,0.0337743982847024,0.10457072570117
"LYNX1",454.807824292964,-2.12342173573071,1.00037036401378,-2.12263558789459,0.0337844003812549,0.10457072570117
"MIEN1",136.436040221079,-1.53800720909693,0.724594523668458,-2.12257636355068,0.0337893673674457,0.10457072570117
"MTCO1P46",6.36971941382701,-5.27021291353228,2.48268107283608,-2.12279095015288,0.0337713735342793,0.10457072570117
"WDPCP",4525.89646075278,-0.744354937879586,0.350672100244986,-2.12265229358015,0.033782999433309,0.10457072570117
"PIP4K2B",1167.28245712345,-1.51552383176157,0.71406657383826,-2.12238450487229,0.0338054623262763,0.104596418884405
"NOC4L",64.5232735564662,-1.48359481387598,0.699074216237278,-2.12222791145314,0.0338186037530507,0.104620919193415
"UST",990.720176014641,-1.09064734850986,0.513972545468886,-2.12199534415771,0.0338381290206421,0.104665157877159
"KCNJ12",65.3965818750019,-1.92453382897262,0.907084509518721,-2.12166982103325,0.0338654746144109,0.104733568318861
"OSTM1",729.764674084568,0.722191650634936,0.340432688288934,2.1213933781294,0.0338887120550402,0.104773080903613
"SLC25A37",1867.00850160901,1.17170450776027,0.552315922657833,2.12143894407723,0.0338848809010429,0.104773080903613
"C19orf38",16.4655586083741,3.45284549520095,1.62768553624141,2.12132221999966,0.0338946957231269,0.10477540895524
"CD44",12755.5410393723,0.68445216234239,0.322703179697129,2.12099602794363,0.0339221366885442,0.104844054931064
"CXCL5",56.7095418668042,2.4599760126414,1.16034177281002,2.12004434407634,0.0340023058369095,0.105075622989684
"CHD6",2223.48496304467,0.529642039708201,0.249834584240309,2.11997086519756,0.0340085023735379,0.105078561012546
"CRYL1",412.668415945852,-0.659854675125939,0.311308896325163,-2.11961393623881,0.0340386162332614,0.105155385837208
"DLC1",3703.96482473817,-0.608467300198111,0.287085309284908,-2.1194651224534,0.0340511782850209,0.105177972587086
"ZZEF1",2523.03989788676,0.755492681401593,0.356466889787103,2.11939089729429,0.0340574454510779,0.105181111598912
"GALNT7",498.438282553317,1.22541788496711,0.578298523292257,2.11900573079592,0.0340899826372745,0.10526536799865
"FBXO16",40.8035002955352,1.87897983013732,0.887209912272426,2.11785261204382,0.0341875519741216,0.105550378174111
"GNG13",3.33361536254183,-5.75027354374138,2.71554874904017,-2.11753648163151,0.0342143425020794,0.105616812245208
"STK35",485.298005812932,-0.836665235323931,0.395137621343539,-2.11740211544301,0.0342257348210935,0.105635700185104
"OPHN1",7232.41417062266,-0.760359475622139,0.359162126086692,-2.11703690449424,0.0342567158351944,0.105698748443435
"VPS11",373.507590986676,-0.991137653423558,0.468160309586219,-2.1170903067361,0.0342521842028285,0.105698748443435
"TECR",397.247607628994,-0.987893629155987,0.466796631384255,-2.11632553179841,0.0343171307198331,0.105868850369471
"MSTN",42.5282158137741,-1.98163381674055,0.936448327181491,-2.11611656427947,0.0343348950357202,0.105907342540886
"FHOD1",382.926984607135,-1.35918935614574,0.642357373170572,-2.11593952667968,0.0343499511390445,0.105937470556767
"TIGD2",54.5634845964791,2.16572724742958,1.02377077287896,2.11544156641559,0.0343923302562316,0.106051842266406
"PPP1R3B",660.720373760253,0.614273539894447,0.290456577640701,2.11485498067912,0.0344423091818164,0.106189609853927
"ZNF507",784.397104151065,1.10989600392979,0.524933286411321,2.11435630519364,0.0344848466684351,0.106304395754913
"LIG4",404.190305900218,0.740852964360111,0.350418366557424,2.11419558751555,0.0344985655971315,0.106315839331534
"SLC5A3",1960.315857306,0.904161315687553,0.427663537354543,2.1141884605841,0.0344991740629509,0.106315839331534
"AKIRIN1",481.462831420239,0.737527681329991,0.349030851063702,2.1130730394815,0.0345945168456493,0.106560474694018
"CTPS1",511.108331233887,0.758838393122594,0.359105139075701,2.1131371026206,0.0345890348386606,0.106560474694018
"RBFOX1",155.505904970442,-0.879127080194938,0.416041582869738,-2.1130750299789,0.0345943465037581,0.106560474694018
"LARP1B",532.436264789329,0.661904837805709,0.313271696822268,2.11287787731821,0.0346112218248137,0.106595538802713
"ZNF554",307.58351372306,-0.993135437275163,0.470055137139805,-2.11280626208704,0.0346173534854691,0.106598033461557
"UBXN11",439.970402655942,-1.55383962970543,0.735588407646221,-2.11237645068047,0.0346541732241133,0.106695011351401
"LARP4P",20.854911963621,2.42260618508954,1.14710836228773,2.1119244395168,0.0346929307829439,0.106797924775342
"ENPP1",1274.20585296281,-0.902435044744403,0.427365739248936,-2.11162234560582,0.0347188543676898,0.106829433283968
"MYO1B",2055.73478604376,0.966573650181808,0.457728269212364,2.11167567134326,0.0347142771241315,0.106829433283968
"TAF15",1335.63163477094,-0.718036202750938,0.340040650748011,-2.11161871726637,0.0347191658268998,0.106829433283968
"CABP7",12.2790813473233,-3.0103592682691,1.42596611530853,-2.11110154438541,0.0347635847287445,0.106939220771837
"FAM135A",746.444627455217,0.864982825127251,0.409734942534703,2.11107898139293,0.0347655237215417,0.106939220771837
"OR9K1P",54.2911303287312,-1.27081922583285,0.602187123807841,-2.11033942040642,0.0348291304214571,0.107118426450516
"SYMPK",883.759176790708,-0.772061799252671,0.365904121439278,-2.11001121336316,0.0348573900255461,0.10718888234598
"OARD1",362.078008897188,0.842373517888999,0.399347982256203,2.109372164922,0.0349124701786609,0.107339479944876
"OLFM3",69.3918153509459,-3.07963753472577,1.46001527593658,-2.10931870747053,0.0349170810903506,0.107339479944876
"XPOT",1270.16846518174,0.588733452464766,0.279132956500117,2.10915063504699,0.0349315813735646,0.107367578102482
"MYO5B",180.609885662566,1.38318421070086,0.655993727924951,2.108532676183,0.0349849393794577,0.107515084490629
"MTM1",866.651865587373,0.764270156219977,0.362483166662416,2.10842937413353,0.0349938658381043,0.107526020341013
"TPST1",353.892892770747,0.814874967642074,0.386514473348578,2.10826508146612,0.0350080665774453,0.107553156689081
"TMEM183BP",18.5811183560876,3.96085238091605,1.87884487026073,2.10813167367373,0.0350196013825537,0.107572095582569
"RPL17P17",14.9037467352718,2.93054973757716,1.39023438197904,2.10795372029675,0.0350349927721304,0.107602873385241
"IFT57",638.298013052272,0.827847386474706,0.392899254253982,2.10702203557648,0.0351156695413966,0.107817592977271
"LTB4R2",33.2915177805301,-2.09125588505524,0.992507950474411,-2.10704194767975,0.0351139436485795,0.107817592977271
"ZIC4",115.725775124649,-1.49628889803222,0.710214534484234,-2.1068125550526,0.0351338307727973,0.107856822101134
"CERT1",1394.41502756008,0.740051778020111,0.351337492280657,2.10638430079343,0.035170983875578,0.107954333130816
"TTC30B",98.2832814650704,1.75263667308291,0.832163741000292,2.10611996982249,0.0351939325832508,0.10800822178261
"FABP7P1",19.8074048057088,2.40656307568616,1.14277487589888,2.1058942810527,0.0352135365626035,0.108051830711628
"PLA2G4B",129.132705374325,-1.45283141695331,0.689918189432594,-2.10580245485071,0.0352215155192413,0.10805976066257
"TMED3",972.459701087949,0.699513053081914,0.332197545576331,2.10571409210241,0.0352291949864951,0.108066769490733
"ELK1",173.854790952844,-1.12916804239172,0.536635689167518,-2.10416128704261,0.0353643802207961,0.108448239467662
"EXOSC9",221.764302486887,1.16998213093178,0.556016604021833,2.10422156904839,0.0353591238989543,0.108448239467662
"UGDH",1700.78755149216,-1.47933321585634,0.70321558303732,-2.10366955957776,0.0354072815692286,0.108563180332652
"DNAAF3",4.45397839492719,-4.71640257491323,2.2422200725562,-2.10345212436546,0.0354262661189883,0.108604765324373
"POLG",779.792122204911,-0.924538071407203,0.439553336252798,-2.10335810277067,0.0354344779555819,0.108613317204018
"HSD17B7P2",42.481897206702,1.7859674808139,0.849214303670595,2.10308219385181,0.0354585851897689,0.108670581385597
"WIPI1",862.84465221702,0.965038890288409,0.458961457959667,2.10265780176516,0.0354956932914449,0.108767665950885
"SRGAP2",2289.77093298171,0.933778004516827,0.444142952405708,2.10242670621925,0.0355159138115128,0.108808237772508
"TMPOP1",5.16720614615018,-6.38622413956835,3.03764707048495,-2.10235882950971,0.0355218547905292,0.108808237772508
"TRGV1",19.5126229688502,2.58209940753413,1.22821410115237,2.10232027552157,0.0355252296456592,0.108808237772508
"TNFRSF1B",1111.07386317106,0.680613415490273,0.323754301342686,2.10225288951407,0.0355311289922821,0.108809668987067
"CCDC157",67.5685777483322,-1.01066178644494,0.480777509147741,-2.10214031899393,0.0355409859072754,0.108823217473041
"BECN1",730.929653043301,-0.849769533913454,0.404336783833525,-2.1016379609512,0.0355850018896139,0.108941337742757
"ERCC6",1019.81485411229,0.777359642035495,0.370026518605181,2.1008214356251,0.0356566440368657,0.10914398482617
"SLC35G1",75.9446639887111,1.02486871728846,0.487975342974151,2.10024693264624,0.0357071247854441,0.109281805435788
"SNX30",1181.53084706449,0.646690592711715,0.307977345494513,2.09979922930154,0.0357465060837602,0.109385619212313
"LIPE",218.889294179669,-1.21986100580376,0.581094447959994,-2.09924739444032,0.0357950980619334,0.109517581988481
"IMPACT",656.805927135144,0.576542997731607,0.274663351633327,2.09908964666421,0.035808998937323,0.109543380835907
"CPNE6",9.48478289744241,-3.0339861362449,1.44543259347201,-2.09901599697367,0.0358154905904335,0.109546415410949
"SHE",637.866476193498,-0.990937761965548,0.472117859744508,-2.09892030456506,0.0358239266385824,0.109546415410949
"STKLD1",68.6544522571919,-1.1244277246945,0.535724360332482,-2.09889228109144,0.035826397451806,0.109546415410949
"MAP7D2",33.6881742048567,-2.83520934159562,1.35085526453436,-2.0988254004939,0.0358322948621778,0.109547725638627
"SSNA1",144.275633003981,-2.21115016496114,1.05356340202105,-2.09873478968565,0.0358402860803242,0.109551797948743
"TRBV15",2.93234866634096,4.44095235845556,2.1160629893359,2.09868627769408,0.0358445651118796,0.109551797948743
"SNF8",395.931210096795,-0.996649360098524,0.474936038038772,-2.09849175525645,0.0358617274654596,0.109587530566075
"EDNRB",377.105295970692,-1.66721296710847,0.794666612284017,-2.09800303842714,0.0359048769664361,0.109702256768176
"FAM27B",27.9941310331458,-1.36852067989349,0.652315624590575,-2.0979425117288,0.0359102240341936,0.109702256768176
"MFSD12",342.800215256583,-0.872535234150627,0.415947989319741,-2.0977027334057,0.0359314132766245,0.109750249976222
"GPX2",49.1926609739833,1.35622338141446,0.646728984039249,2.09705056505114,0.0359890994228343,0.109909689059124
"ATP6AP1L",170.202973486245,-1.23716455569868,0.590252057626118,-2.09599363477753,0.0360827555979616,0.110153713182969
"EIF4EP1",21.3222259297869,2.94694497505623,1.40596436516616,2.09603105744999,0.0360794359740187,0.110153713182969
"FAM133CP",53.5440003369216,2.39826855812521,1.14426475587743,2.09590354488041,0.0360907482005031,0.110153713182969
"OR7E25P",187.972052550262,-0.758589028632412,0.361939392373305,-2.09590070773507,0.0360909999310981,0.110153713182969
"AOX3P",8.26392164615554,3.07397469611748,1.46723989277646,2.09507300834126,0.0361645029291758,0.110361236772444
"CCDC18",417.420674225281,1.03891580598743,0.495950238274774,2.09479848139892,0.0361889101781475,0.110418897148282
"F2R",321.553213654286,0.999992146575348,0.477414091530619,2.09460123677814,0.0362064551883625,0.110438785423799
"RPL22L1",286.053050611741,1.39218620276742,0.664648804763245,2.09461928283063,0.0362048496814512,0.110438785423799
"SHANK1",74.7432464200227,-1.69183880957552,0.807884255609376,-2.0941598970751,0.0362457388452024,0.110541777528662
"PLXNA1",1642.78436482634,-0.970405892598978,0.463517381046036,-2.09356958828389,0.0362983390330551,0.11068534467516
"WDSUB1",167.789249359586,0.953008314250498,0.45523421268087,2.09344615958946,0.0363093455181893,0.110702054805913
"PRKG1",910.284616429196,-1.25119007642372,0.597778609491998,-2.09306598890684,0.0363432642861446,0.110788605526672
"ARHGAP28",1317.44048617636,0.886917947078089,0.423760245318641,2.09297110070149,0.0363517344067445,0.11079756419682
"MORC3",1615.47588271637,0.816140448511384,0.390014225663145,2.09259148720458,0.0363856371358995,0.110876479081285
"USP20",331.056085577658,-0.94404840838599,0.451145797176123,-2.09255724933074,0.0363886961949163,0.110876479081285
"ZNF517",143.001680076222,-0.879786573619763,0.420453791730798,-2.09246911532923,0.0363965717316577,0.110883608875564
"CCL22",133.25364735803,-0.996683812237026,0.476335837475037,-2.09239728322826,0.0364029916266817,0.11088630250518
"SLA2",89.9788901556514,0.909992403387371,0.434924104844211,2.0923016067673,0.0364115440771804,0.110895405434497
"TMEM65",1135.11841667593,0.85485432292649,0.408583300660104,2.09223999499097,0.0364170524161609,0.110895405434497
"PARP12",672.959174332055,0.886487184580671,0.423734543002203,2.09208146756178,0.0364312286660493,0.110921711720571
"SH3TC1",926.431199909081,-1.02530694679929,0.49016057564464,-2.09177766990103,0.0364584087878572,0.110987596721819
"EIF2S2P6",5.28321962399091,4.03472832493254,1.92956767896922,2.0910011962306,0.0365279567478032,0.111182419330686
"ZBTB3",112.626130481017,-0.829573874622551,0.396747027700654,-2.09093910401886,0.0365335231623005,0.111182467709517
"FBXL13",89.0848198091126,1.43255913087566,0.68521001898117,2.09068620013134,0.03655620284319,0.111234588964293
"MLKL",556.480073084346,0.705910335254017,0.33771943451414,2.09022716228805,0.0365973986618696,0.111343027429513
"SEC23A",1695.88725790605,0.69253320055943,0.331445513228381,2.08943302268281,0.0366687612031072,0.111543197518518
"RPSAP6",25.6419090567201,2.83875599999212,1.35866563734,2.08937057210767,0.0366743781269686,0.11154334471019
"THAP7",126.746418761038,-1.2666139558748,0.606292190286995,-2.08911474725616,0.0366973951539961,0.111596405393912
"KERA",10.5337939153584,3.37111633709312,1.61385299020605,2.08886209434895,0.0367201388721848,0.11164861896611
"KIF14",78.601260125556,1.25826317466598,0.602412011097043,2.08870864373135,0.0367339582983791,0.11167368624599
"NMI",331.100794626497,1.09933370183852,0.526352288944014,2.08858919193463,0.0367447189317199,0.111689448394732
"TRPM8",57.7650249971479,-1.29063963203236,0.617992994306464,-2.08843731874463,0.0367584040739831,0.111714093765127
"HTR6",25.5732156174265,-2.09292425671396,1.00224627308108,-2.08823351398448,0.0367767755404424,0.111752971913016
"ZNF326",821.593572047331,0.522518046898887,0.250233650693219,2.08812062427001,0.0367869550647013,0.111766949325198
"GAN",954.453056223327,0.675443841117204,0.323503255518635,2.08790430882788,0.0368064674292936,0.111792319799269
"IFT80",642.118649405971,0.875519291393315,0.419325676198053,2.0879219687463,0.0368048741161506,0.111792319799269
"PABPN1L",10.7758785165044,-3.95883423379168,1.8962674922251,-2.08769820187464,0.0368250671550604,0.111831855697849
"ABCA5",984.957091741488,1.57831169572196,0.756320015759843,2.08683052521927,0.0369034567828016,0.112001991335803
"AP4M1",145.520247226699,-1.18520876081341,0.567913380589599,-2.08695340050439,0.0368923470726316,0.112001991335803
"CAD",556.46465899202,-0.737879673913583,0.353579141270112,-2.0868868883583,0.0368983603828524,0.112001991335803
"USP31",534.732705459844,1.01815767976296,0.487894081062881,2.08684163075907,0.0369024525636223,0.112001991335803
"BEX1",4.98429204041665,-4.07140255376567,1.95108008734132,-2.08674291751583,0.0369113795312433,0.112008052297158
"SLC26A4",58.7210606696835,-1.48694883361642,0.712589099449704,-2.08668478757915,0.0369166372755149,0.112008052297158
"PRMT5",266.153362044983,-0.987819916273385,0.473456239280336,-2.08640172906981,0.0369422485047466,0.112068783855608
"CCDC25",759.927291946999,-0.82905065964173,0.397375237595913,-2.08631686427523,0.0369499300476744,0.112072450013881
"NENF",534.530622280425,-0.950702862654388,0.455700236341471,-2.08624614787778,0.0369563319863515,0.112072450013881
"SERPINB1",1544.05694873594,0.577161229722862,0.276656317551395,2.08620296413669,0.0369602418646948,0.112072450013881
"TMSB15A",9.42552277793676,-3.22363450523107,1.54528518482242,-2.08610975947557,0.0369686818637618,0.112081075588469
"CBLB",1865.12539423169,0.993438428568185,0.476310024294475,2.08569708361628,0.0370060707899598,0.112177452178221
"PCYT2",71.2091163247764,-1.81689072872143,0.871334987093691,-2.08518050535491,0.0370529187751119,0.112300363178702
"SETD3",1355.8888332106,0.483162742765379,0.231718685115432,2.085126378672,0.0370578303934512,0.112300363178702
"CMTM2",12.5390375954932,4.10894607173082,1.97120143291763,2.08448817209363,0.0371157849988112,0.112458975844984
"ALKBH2",220.005842659976,-1.03573424513358,0.496936185275963,-2.08423994030221,0.0371383473998277,0.11251032014004
"PSPC1",840.332297042261,1.16340920214958,0.558222790782409,2.08413060405315,0.0371482889455344,0.112523419910479
"DUSP8P5",46.3057037981171,-1.51001606020877,0.724599880298366,-2.08393087173433,0.0371664557256674,0.112561426465202
"VDAC3",601.789463601223,0.628553612091776,0.301647262194722,2.08373716876643,0.0371840813264144,0.112597782773909
"ZDHHC11B",855.63927011646,-1.47546413859994,0.708161559004891,-2.08351345796469,0.0372044462825087,0.112642421929403
"SRD5A3",218.65791456095,0.864088350951405,0.414828375278164,2.08300203758239,0.0372510378318404,0.11276644080544
"ERMARD",338.988726504788,1.25814161717542,0.604070896543565,2.08277145013009,0.0372720611088723,0.11281303355573
"CCNB2",69.5135251994508,1.79952724194288,0.864098499537332,2.08254874057345,0.0372923757244023,0.112840419657931
"SKA2",461.19200535647,-1.07224670119973,0.514865478698572,-2.08257641182325,0.0372898511584028,0.112840419657931
"STK32C",143.306723093458,-0.84412049102181,0.405480271124557,-2.0817794381974,0.0373626207278992,0.113035894245665
"IFNK",56.2701863989789,2.88541208246607,1.3867426242614,2.08071204561328,0.0374602708592734,0.113282540898822
"MARCHF8",1189.29629849088,0.740842742206808,0.356054081088896,2.0807028526148,0.0374611128208176,0.113282540898822
"NECTIN2",283.938673924174,-1.28679532411353,0.61841110860065,-2.08080887651794,0.0374514033601671,0.113282540898822
"TRDN",10.1419110387917,-2.08851487851671,1.00383898026568,-2.08052777345222,0.0374771509159878,0.113313933584627
"ALDH3A1",9.72649725499644,-2.50753583581425,1.20548101100837,-2.08011226466083,0.0375152369157045,0.113394855991923
"SAP30L",1389.36412735676,-0.913053588726587,0.438932236272587,-2.08016981500434,0.037509959822699,0.113394855991923
"GRIFIN",9.06164818873228,-4.16189917586743,2.00096284707737,-2.07994825188601,0.0375302795737322,0.113406098980454
"SLC10A5",3.54092322582331,4.13811834178446,1.98952426350572,2.07995369430314,0.0375297803326105,0.113406098980454
"IPPK",186.044478091542,1.18772755451197,0.571101429688722,2.07971385251012,0.037551786745438,0.113453972895606
"DPH1",365.070248738316,-1.04285668747775,0.501459046118392,-2.07964477966867,0.0375581264821537,0.113456014411706
"ANAPC1P1",10.3460727321007,1.91048620316097,0.918901785732001,2.07909727984593,0.0376084100774727,0.113590781402572
"TRAPPC6A",55.6313229244887,-1.43597509329108,0.690724858759181,-2.07893935636061,0.0376229247598217,0.113617489200059
"PGAM1P6",16.9039878480644,2.91182178064996,1.40088974720914,2.07855171076161,0.0376585733175302,0.113708001525995
"USP45",585.517023336107,1.04197724530902,0.501328357154704,2.0784326887527,0.0376695245517275,0.113723925590905
"PCDHA3",20.3451500028336,-2.55937527875641,1.23166494868031,-2.07798012072902,0.0377111901507871,0.113832557249912
"CDK5RAP1",285.760430502879,1.22051812228118,0.587387356993991,2.07787605189068,0.0377207767736044,0.113844339242439
"LINC01881",304.604657918806,0.858087533712191,0.412976857520945,2.07781021644456,0.0377268424799059,0.113845492876619
"NPIPB3",2033.268841211,-0.955336375824751,0.459817308140219,-2.07764335729056,0.0377422196572285,0.113874740466026
"DDX18",1312.86339310755,0.814766134823603,0.392183655222423,2.0775117065027,0.037754355913029,0.113885531977134
"EEF1A1P3",125.619499791213,2.55915150912996,1.23185302041439,2.07748121465747,0.0377571672837176,0.113885531977134
"KIF5C",573.874768697132,0.780614627469535,0.375765971432276,2.07739573781556,0.0377650492611961,0.113892156240744
"HSPE1P11",30.4272887697017,2.85649842612334,1.37512776983665,2.07726037447609,0.037777534228315,0.113912658155559
"G3BP1",4057.15274841933,0.573620714104851,0.276183974596133,2.07695147752024,0.0378060378709738,0.11398144861431
"CTXND1",106.06529769872,-1.61256413118636,0.776578190371773,-2.07649938046081,0.0378477883661565,0.114090150302856
"TMEM191B",8.79889130153967,-3.96926427224363,1.91198426400843,-2.07599212345093,0.037894679483862,0.114214313081739
"NIT2",448.657416031405,0.761826283277961,0.367008804366433,2.07577113740664,0.0379151230032896,0.114258737607777
"AEBP1",4443.51828771305,-1.14890456916907,0.553550535141182,-2.07551884829458,0.0379384738509989,0.114301911314077
"CDKL1",987.784165576684,-0.747771193255176,0.360297272086283,-2.07542840645239,0.037946847755606,0.114301911314077
"NOS2P1",38.3633148266361,-1.15694333117921,0.557463700819263,-2.07536980341309,0.0379522745818944,0.114301911314077
"RNASE4",412.575188350353,-1.26411030742888,0.609067925652401,-2.07548329864002,0.0379417651645272,0.114301911314077
"CNPPD1",454.501050653438,-0.998054536521841,0.480920074508116,-2.07530229954041,0.0379585264714935,0.114303554382214
"TTC39A",58.2404369811901,-1.3298594986292,0.640872804221727,-2.0750755686133,0.0379795316303979,0.11434961642695
"KIDINS220",3360.53517311522,0.757549658212947,0.365137878884105,2.07469479892935,0.0380148297287941,0.114438691658773
"HBD",3.58698180142301,4.73820389031827,2.28471073271989,2.07387474591917,0.0380909450112994,0.114650596472027
"HMGN2P46",116.305656431215,1.16850894577636,0.56346854972278,2.07377846793979,0.0380998897891058,0.114660290319348
"PLEKHA2",2659.80260445676,-0.843295794435151,0.406659499739311,-2.07371472933928,0.0381058124541426,0.114660887677472
"RNF34",377.817185180569,0.722484065647958,0.348430681031361,2.07353744942722,0.0381222896273303,0.114693238739119
"FGF5",93.1012576156065,-1.20871986170468,0.582969123261706,-2.07338573086324,0.0381363958273636,0.114718447937817
"ADCK5",61.5719501248507,-2.17883736341021,1.05097828456919,-2.07315164870732,0.0381581685792016,0.1147464866346
"LRRC57",635.369837618141,-0.921670591972014,0.444567273394685,-2.07318587563632,0.0381549843602831,0.1147464866346
"SLC25A24",1133.35151360431,0.596704324594351,0.28783179896117,2.07310077186729,0.0381629021995759,0.1147464866346
"DNAJB11",478.023838907446,0.665174936525382,0.320886892729451,2.07292647844675,0.0381791223789973,0.114760804377805
"HCG4",10.8162816551172,-3.24739168191879,1.56657212172172,-2.07292829796422,0.0381789530199024,0.114760804377805
"EIF2S2P3",11.5582900578964,2.89858910035986,1.39843707376093,2.07273473704787,0.0381969730816463,0.114797234478388
"PRMT1",354.343569754413,-0.607751681619655,0.293233208761205,-2.07258817712757,0.0382106222726068,0.114821028314219
"C1QTNF2",245.242284548178,-1.64922855282605,0.795827280839967,-2.07234483226731,0.0382332942472434,0.114871923963782
"ANKRD26P1",7.3266222951161,-4.41216925786863,2.13026615603816,-2.07118215973272,0.0383417761521926,0.115180581599366
"FBXO42",621.364344816623,0.754880447990568,0.36451719944428,2.07090488224262,0.0383676858362079,0.115241132851264
"CSNK1A1L",11.3140815135862,3.68656215510978,1.78034057278032,2.07070613986658,0.0383862661071128,0.115245098380032
"SDK1",1815.26976576985,1.01057286367952,0.488027183822548,2.07073068300018,0.0383839711746794,0.115245098380032
"ZMAT4",16.5062869395062,1.88006430754881,0.907922869986511,2.0707313029539,0.0383839132067418,0.115245098380032
"AKAP11",2950.67186866732,0.668610279263878,0.323117885289757,2.06924565213807,0.0385230407397175,0.115638397880606
"ZER1",388.445699716838,-1.23317853021624,0.595978860885926,-2.0691648834375,0.0385306167972465,0.11564380956932
"RPL32P11",30.091584843828,2.59082374405925,1.25229180892678,2.06886583908873,0.0385586780091382,0.115710693513266
